Animal,Date,Session,User,Exclude?,Ephys?,First World,Last World,Total Trials,Percent Correct,Total Rewards,Trial rate,Time Elapsed,Notes,
S13,201029,1,Steph,0,0,ymazeLong,ymazeSurprise,177,80,147,4.814966112,5820.411993,Great job! Lasted a while at least and had a bit of bias but stayed above chance for most of it,
S14,201029,1,Steph,0,0,ymazeLong,ymazeSurprise,149,52.5,104,121.431094,3678.485422,Not good. Excellent on visual guided but fell off completely on delay,
S11,201030,1,Steph,0,0,ymazeLong,ymazeLong,89,50,68,2.324753224,2308.588332,Developed bad bias on latest delay so taking VR pause,
S11,201030,2,Steph,0,0,ymazeLong,ymazeSurprise,36,66.66666667,28,2.388299984,917.4035875,Slightly better but not great in the second session on the latest delay,
S14,201030,1,Steph,0,0,ymazeLong,ymazeLong,70,57.5,48,2.026810847,2088.560854,Very well on latest delay but fell into bias on middle delay,
S12,201030,1,Steph,0,0,ymazeLong,ymazeSurprise,58,52.5,43,2.273325594,1555.216997,Fell into bias on latest delay so taking a pause,
S12,201030,2,Steph,0,0,ymazeLong,ymazeSurprise,64,62.5,60,2.089326317,1860.890676,Better job in second session but high maintenance on latest delay,
S13,201030,1,Steph,0,0,ymazeLong,ymazeSurprise,106,60,80,1.99094371,3198.657525,got up to middle delay but developed bias so overall not great.,
S11,201101,1,Steph,0,0,ymazeLong,ymazeSurprise,71,62.5,52,2.396402022,1802.291791,Developed bias so took a pause at 30 min on latest delay,
S11,201101,2,Steph,0,0,ymazeLong,ymazeSurprise,67,42.5,31,2.260973737,1793.514476,horrible second session too. ,
S12,201101,1,Steph,0,0,ymazeLong,ymazeSurprise,117,50,76,2.176840035,3243.972537,Ok on latest delay but not great. Lots of bias,
S13,201101,1,Steph,0,0,ymazeLong,ymazeSurprise,144,87.5,120,8.407940833,4629.389556,Awesome job! Did super well even on the update task with a short delay,
S14,201101,1,Steph,0,0,ymazeLong,ymazeSurprise,120,75,98,2.082006175,3478.464127,Did decent on middle delay!,
S11,201102,1,Steph,0,0,ymazeLong,ymazeSurprise,108,62.5,90,2.217955169,2947.427088,Lasted ok amount of time on latest delay but fell into bias eventually,
S12,201102,1,Steph,0,0,ymazeLong,ymazeLong,105,50,63,2.78646028,2273.569167,very poorly today. Can't even get out of visual guided so doing a break,
S12,201102,1,Steph,0,0,ymazeLong,ymazeSurprise,104,67.5,87,2.185612436,2879.056765,Took forever but finally doing decent on middle delay for a while at the end,
S13,201102,1,Steph,0,0,ymazeLong,ymazeLong,81,47.5,56,1.490533274,3273.542668,Did ok at first and did some update trials but fell off into bias,
S14,201102,1,Steph,0,0,ymazeLong,ymazeLong,145,72.5,111,17.6324307,4100.314067,Took a while to get past bias within latest delay but overall did ok!,
S11,201103,1,Steph,0,0,ymazeLong,ymazeSurprise,123,52.5,98,2.111430305,3517.330321,Biased the whole latest delay and hard to break,
S12,201103,1,Steph,0,0,ymazeLong,ymazeSurprise,122,52.5,86,2.061665775,3565.766287,Decent job on latest and middle delay up until the end where he fell into bias,
S13,201103,1,Steph,0,0,ymazeLong,ymazeLong,94,55,65,1.877564798,3029.690628,Being super annoying with bias on middle delay so stopped,
S14,201103,1,Steph,0,0,ymazeLong,ymazeSurprise,104,55,77,2.163964716,2923.675034,Made it to middle delay! Bit of a bias but lasted decently long,
S11,201104,1,Steph,0,0,ymazeLong,ymazeLong,67,40,52,2.025390946,1986.291872,Bias on latest delay so took a pause,
S11,201104,2,Steph,1,0,ymazeLong,ymazeSurprise,55,25,38,1.957103842,1695.924434,Pretty bad just wanted to force him a bit ,
S12,201104,1,Steph,0,0,ymazeLong,ymazeLong,72,62.5,48,3.123068415,1385.457647,Cage change day - very annoying and bad couldn't get past warmup,
S13,201104,1,Steph,0,0,ymazeLong,ymazeSurprise,211,70,165,5.123406928,6079.537622,Great job! Lasted a super long time on the update,
S14,201104,1,Steph,0,0,ymazeLong,ymazeSurprise,130,55,98,2.22737501,3515.016773,Good job overall! Lasted pretty long on middle delay,
S11,201105,1,Steph,0,0,ymazeLong,ymazeLong,74,42.5,43,2.459373259,1824.635666,ok at first but fell into bias after 10 min per usual. Stopping for today,
S13,201105,1,Steph,0,0,ymazeLong,ymazeSurprise,137,57.5,96,39.19175352,3810.161,Ok job! Didn't last that long on the update task but did pretty well overall,
S14,201105,1,Steph,0,0,ymazeLong,ymazeLong,87,57.5,72,1.93334121,2644.706651,Was doing ok but fell into bias pretty quickly on latest delay,
S13,201106,1,Steph,0,0,ymazeLong,ymazeLong,124,67.5,92,2.93354804,2552.672992,Never made it past visual guided and biased so going to just pause and take off early today,
S14,201106,1,Steph,0,0,ymazeLong,ymazeSurprise,104,55,84,2.483386384,2519.023673,Fell into bias on latest delay but i'm going to end him early,
S11,201107,1,Steph,0,0,ymazeLong,ymazeSurprise,121,52.5,81,2.59037316,2825.696076,ok on latest delay but not great. Had to work against bias the whole time,
S12,201107,1,Steph,0,0,ymazeLong,ymazeLong,30,53.33333333,16,2.668259717,683.7199986,First session doing the weird turn back at the end thing so going to make a T maze for him lol,
S12,201107,2,Steph,0,0,ymazeLong,ymazeSurprise,111,70,89,2.44528671,2730.518627,finally got him to do the task again! Latest delay for a decently long time,
S13,201107,1,Steph,0,0,ymazeLong,ymazeSurprise,178,62.5,135,12.41480803,4461.038973,Did ok but didn't get many update trials before bias developed,
S14,201107,1,Steph,0,0,ymazeLong,ymazeSurprise,92,57.5,68,2.340425983,2380.365016,Did ok on latest delay but fell to bias so taking a pause,
S14,201107,2,Steph,0,0,ymazeLong,ymazeSurprise,48,67.5,35,1.951900562,1484.491238,lasted a bit in the latest and middle delays!,
S11,201108,1,Steph,0,0,ymazeLong,ymazeLong,100,57.5,72,2.752190055,2198.325262,Developed bias so paused but did ok on latest delay for a tiny bit,
S12,201108,1,Steph,0,0,ymazeLong,ymazeSurprise,158,75,121,2.8493625,3345.675031,Decent job! Did well on latest delay but fell off a bit on middle delay,
S14,201108,1,Steph,0,0,ymazeLong,ymazeSurprise,109,52.5,82,2.175459092,3006.583093,okk job on latest delay but biased eventuallyt,
S11,201109,1,Steph,0,0,ymazeLong,ymazeLong,84,42.5,61,2.284455504,2214.987121,Ok at first but fell into bias on latest delay,
S11,201109,2,Steph,0,0,ymazeLong,ymazeSurprise,69,52.5,62,2.03076262,2046.014434,Better on latest delay but I had to be very involved,
S12,201109,1,Steph,0,0,ymazeLong,ymazeSurprise,107,57.5,75,2.528036794,2562.593465,Did very well on latest delay but fell into bias a bit at the end,
S12,201109,2,Steph,0,0,ymazeLong,ymazeSurprise,56,67.5,42,2.547656724,1338.408118,Decent job but fell off a bit on middle delay,
S14,201110,1,Steph,0,0,ymazeLong,ymazeLong,75,47.5,53,2.517747321,1794.276402,Was doing really well at first but being annoying with bias on the delay,
S14,201110,2,Steph,0,0,ymazeLong,ymazeSurprise,88,57.5,58,2.46160617,2167.642921,Better in the second session but still not amazing on the latest delay. ,
S12,201110,1,Steph,0,0,ymazeLong,ymazeLong,39,46.15384615,20,2.561500645,932.2516535,Bad bias. Don't really understand anymore,
S12,201110,2,Steph,0,0,ymazeLong,ymazeSurprise,90,65,53,2.342996458,2306.611581,Not sure if good or bad but did SO much better when I made the view angle a bit wider,
S11,201111,1,Steph,0,0,ymazeLong,ymazeLong,40,55,22,2.708766924,896.8904119,Developed bias after 10 min on visual guided and being annoying,
S11,201111,2,Steph,0,0,ymazeLong,ymazeLong,39,58.97435897,29,2.694536309,889.5396248,maybe getting better,
S12,201111,2,Steph,0,0,ymazeLong,ymazeSurprise,239,57.5,143,6.975651377,5681.476771,Great job! Not the highest percent correct but lasted a long time on latest delay and even did pretty well on middle delay at the end,
S14,201111,1,Steph,0,0,ymazeLong,ymazeSurprise,155,67.5,116,20.42923357,4063.042538,Great job! Lasted pretty long on later delay,
S11,201112,1,Steph,0,0,ymazeLong,ymazeSurprise,65,37.5,39,1.861728916,2105.269828,did well for a tiny bit but hated latest delay,
S11,201112,2,Steph,0,0,ymazeLong,ymazeSurprise,51,62.5,30,1.668836336,1860.883105,much better in second session! Actually did well on latest delay,
S12,201112,1,Steph,0,0,ymazeLong,ymazeSurprise,135,55,83,39.85494767,3812.439192,Decent job on latest delay but a bit biased,
S14,201112,1,Steph,0,0,ymazeLong,ymazeSurprise,124,55,78,2.071535927,3595.673139,Decent job! Lasted above chance for a bit on later delay,
S11,201113,1,Steph,0,0,ymazeLong,ymazeSurprise,124,67.5,99,12.24139236,4219.057027,Great job! So proud. Latest delay but lasted almost the whole sess,
S12,201113,1,Steph,0,0,ymazeLong,ymazeSurprise,98,57.5,74,1.753051666,3362.0037,Great job! Lasted pretty long on later delay and a tiny bit of middle delay,
S14,201113,1,Steph,0,0,ymazeLong,ymazeSurprise,119,57.5,79,2.152360603,3335.893384,Good job overall! Struggled a bit with later delay but managed to stay above chance for most of it,
S11,201114,1,Steph,0,0,ymazeLong,ymazeLong,92,65,67,2.268565248,2448.795363,Ok not great. Never made it past warm up bc biased,
S12,201114,1,Steph,0,0,ymazeLong,ymazeSurprise,83,75,66,1.897637327,2648.410689,Lasted a long time on later delay! And did well!,
S14,201114,1,Steph,0,0,ymazeLong,ymazeLong,69,55,46,2.295098689,1822.03986,annoying. bad bias in warmup,
S14,201114,1,Steph,0,0,ymazeLong,ymazeSurprise,30,66.66666667,25,2.252060635,839.8906845,Didn't last long in latest delay but did ok not the worst,
S11,201116,1,Steph,0,0,ymazeLong,ymazeSurprise,113,87.5,101,2.294399938,2956.233395,Great job! Very well on latest delay,
S12,201116,1,Steph,0,0,ymazeLong,ymazeLong,64,52.5,44,2.810750829,1377.961153,Not doing well on warmup and I'm not sure what's up. But lick detector circuit got weird anyway so doing a brief pause,
S12,201116,2,Steph,0,0,ymazeLong,ymazeLong,47,67.5,32,2.742798452,1049.455729,Better but not great in second session. Still never went past warm up so I think it was just an off day or something,
S14,201116,1,Steph,0,0,ymazeLong,ymazeSurprise,113,67.5,88,15.68395217,4048.973353,Great job! Accidentally put him on later delay but he did pretty well around 70,
S11,201117,1,Steph,0,0,ymazeLong,ymazeSurprise,157,67.5,135,15.24980047,4243.063412,Good job overall! Just the later delay that was hard for him,
S12,201117,1,Steph,0,0,ymazeLong,ymazeSurprise,140,52.5,113,26.4193314,3925.387948,Did decent but struggled a bit with bias on the latest delay,
S14,201117,1,Steph,0,0,ymazeLong,ymazeSurprise,163,65,117,14.37850458,4300.121574,Great job overall! Even got a few update trials before he struggled a bit with bias,
S11,201118,1,Steph,0,0,ymazeLong,ymazeLong,120,37.5,85,2.323967529,3104.320696,Did well at first then fell into bias so took off at end early and let sit on ball,
S12,201118,1,Steph,0,0,ymazeLong,ymazeSurprise,67,60,55,2.064266469,1953.970968,Better in second session but still struggled with later delay,
S14,201118,1,Steph,0,0,ymazeLong,ymazeSurprise,144,55,111,2.53224064,3419.481629,Good job overall! Best was later delay,
S11,201119,1,Steph,0,0,ymazeLong,ymazeSurprise,100,50,76,2.056312107,2936.365118,Ok job but fell off in later delay at end,
S12,201119,1,Steph,0,0,ymazeLong,ymazeSurprise,134,55,98,2.447536269,3286.925079,Decent job! performance fell off in later delay at the end but lasted decently long,
S14,201119,1,Steph,0,0,ymazeLong,ymazeSurprise,170,60,136,48.74645155,3836.647758,Ok job,
S11,201121,1,Steph,0,0,ymazeLong,ymazeSurprise,214,57.5,177,8.047765116,5200.109317,Great job! Got a few update trials in too ,
S12,201121,1,Steph,0,0,ymazeLong,ymazeSurprise,120,55,93,2.683138154,2697.775678,Ok but not great on later delay. Ended a bit early bc time and performance,
S14,201121,1,Steph,0,0,ymazeLong,ymazeLong,128,65,104,2.671939108,2885.521572,Not verygood. Biased the whole time ,
S11,201122,1,Steph,0,0,ymazeLong,ymazeLong,62,47.5,37,2.838546237,1330.966011,weirdly had a right bias. Pausing at 22 bc being annoying,
S11,201122,1,Steph,0,0,ymazeLong,ymazeLong,94,70,69,2.71790856,2075.087959,Just not great. Bad bias couldn't even get off warmup,
S14,201122,1,Steph,0,0,ymazeLong,ymazeSurprise,133,70,116,2.384734828,3352.023328,Decent job on latest delay just some bias,
S11,201123,1,Steph,0,0,ymazeLong,ymazeLong,178,60,154,17.6529801,4213.375725,Good job overall! Tried a bit of the update task but didn't love it,
S12,201123,1,Steph,0,0,ymazeLong,ymazeLong,158,52.5,113,2.64262657,3607.619312,Barely above chance for most of latest delay,
S14,201123,1,Steph,0,0,ymazeLong,ymazeLong,80,65,59,3.303948838,1461.939701,being annoying and biased going to give a VR pause,
S14,201123,2,Steph,0,0,ymazeLong,ymazeSurprise,45,85,38,2.821396215,960.8681638,much better second session,
S17,210209,1,Steph,0,0,linear,linear,63,100,63,2.087870632,1817.764463,first day on rig! No licks recorded. Did well overall. got all the way to the longest linear track,
S18,210209,1,Steph,0,0,linear,linear,29,100,39,0.908992601,1927.560543,first day on ball. Licks not recorded but licking for reward. Ok job was pretty awkward but got better and ended up on middle track,
S19,210209,1,Steph,0,0,linear,linear,44,100,48,1.281380474,2064.655507,First day on ball. No licks recorded but ended up licking for reward eventually. Slow but steady and made it to the middle length linear,
S20,210210,1,Navya,0,0,linear,linear,37,100,38,1.492158104,1494.701134,1st day. no licks recorded. good job and was able to get to medium track!,
S17,210210,1,Steph,0,0,linear,ymazeShort,54,100,54,2.256421399,1470.080788,licks recorded for the first time. Good made it to long linear but tried switching to ymaze short and messed up bc edges I think,
S17,210210,2,Steph,0,0,linear,ymazeShort,61,57.5,35,2.681886495,1396.440733,Good job on ymaze short. Around 50 percent but turning to both sides and really good control for second day on ball,
S18,210210,1,Steph,0,0,linear,linear,87,100,97,1.479349472,3546.532338,Really really slow start but licks being recorded. Left him on an hour bc he wasn't moving for so much of it but eventually got to medium track,
S19,210210,1,Steph,0,0,linear,ymazeShort,87,45,65,1.906020066,2740.396274,Good job. Licks recorded. Put on ymaze short at end and was at chance but turned both ways at some point,
S20,210211,1,Navya,0,0,linear,linear,51,100,51,1.117277232,2745.230999,Was able to progress to long track but moving mostly to the right and sideways. Still awkward on the ball,
S17,210211,1,Steph,0,0,ymazeShort,ymazeShort,150,42.5,100,2.774113208,3253.074172,Great job! Did above chance on ymaze short for a good amount of the session and it was only his 3rd day on the ball! Licks got messed up for a second but I fixed it,
S18,210211,1,Steph,0,0,ymazeShort,ymazeShort,83,70,74,2.575560107,1940.921786,Good job on linear track transitioned to ymaze Short but something messed up with the bias code so restarting,
S18,210211,2,Steph,0,0,ymazeShort,ymazeShort,87,60,49,2.846903665,1836.297019,Great job! On ymazeShort for second session and he performed above chance though a decent amount of bias,
S19,210211,1,Steph,0,0,ymazeShort,ymazeShort,99,35,59,2.018631905,3100.921214,Good job. Above chance on ymaze for part of it but slowed down and stayed still a lot at end so did a no VR break,
S20,210212,1,Navya,0,0,linear,ymazeShort,117,12.5,27,2.427024188,2906.82547,Started on shortYmaze but wasn't able to turn to the left side. ,
S17,210212,1,Steph,0,0,ymazeShort,ymazeLong,161,90,144,1713.981547,3618.115566,Awesome job! Moved to long maze after 100 trials greater than 75 percent on the short. Seemed to do well on the long maze too,
S18,210212,1,Steph,0,0,ymazeShort,ymazeLong,162,62.5,136,133.0905207,3680.805562,Good job! Moved to the long maze about halfway through and he did decent but fell off at the end,
S19,210212,1,Steph,0,0,ymazeShort,ymazeShort,48,37.5,18,1.491059854,2055.432165,Doing bad on ymazeShort so stopped for a pause in the middle,
S19,210212,2,Steph,0,0,ymazeShort,ymazeShort,12,16.66666667,4,1.150547549,870.2210082,not great second session. Just taking him off now,
S20,210213,1,Steph,0,0,ymazeShort,ymazeShort,165,25,59,36.94319331,3880.162731,Ok job. Rough start and no licks recorded after 15 min in attempt to get him to perform better. Started turning both ways but still below chance,
S17,210213,1,Steph,0,0,ymazeShort,ymazeLong,121,90,109,2.694380435,2698.545085,Great job!! On long ymaze the whole time,
S18,210213,1,Steph,0,0,ymazeShort,ymazeLong,100,97.5,91,2.189757846,2744.489115,Great job! Got up to 95 percent correct with minimal bias on long maze,
S19,210213,1,Steph,0,0,ymazeShort,ymazeShort,49,22.5,11,1.235466979,2381.575557,Not good again. Barely moving at all and strong side bias on ymazeShort,
S20,210215,1,Navya,0,0,ymazeShort,ymazeShort,169,15,27,2.849220595,3568.724845,Turned to the right the entire 60 minutes but was moving fast. Will continue on shortYmaze next day. ,
S17,210215,1,Steph,0,0,ymazeShort,ymazeLong,153,100,142,2.583121356,3568.414838,Amazing job on ymaze long took a bit to get to no bias but 100 percent at the end,
S18,210215,1,Steph,0,0,ymazeShort,ymazeLong,131,100,125,2.49091971,3157.511998,Amazing job! 100 percent and 0 bias at the end,
S19,210215,1,Steph,0,0,ymazeShort,ymazeShort,75,27.5,29,85.78781813,3677.94743,Still has not got the turning down. Was able to do a few opposite trials when i gave extra rewards but not a ton,
S20,210216,1,Navya,0,0,ymazeShort,ymazeShort,32,18.75,9,2.690865772,718.7271178,still running to the right side. will reposition lick detector,
S20,210216,2,Navya,0,0,ymazeShort,ymazeShort,154,50,67,3.20296503,2899.870297,started going both ways and getting about 50 percent correct. will try again tommorow with licks detected. no licks detected for this trial. ,
S17,210216,1,Steph,0,0,ymazeLong,ymazeSurprise,129,90,100,16.52021165,4072.259157,Great job! Struggled a bit with the delay at first but adapted and was doing 90 percent correct with 15 side bias at the end,
S18,210216,1,Steph,0,0,ymazeLong,ymazeSurprise,114,37.5,66,2.095206938,3272.281565,Not so great on the delay task didn't seem to get it and developed bias,
S19,210216,1,Steph,0,0,ymazeShort,ymazeShort,37,16.21621622,7,1.597845356,1390.275162,Doing a VR pause at 23 min bc he's being annoying,
S20,210217,1,Navya,0,0,ymazeShort,ymazeShort,190,57.5,90,3.183849727,3588.001099,Better accuracy and less side bias. no licks detector. better performance and still moving fast. ,
S17,210217,1,Steph,0,0,ymazeLong,ymazeSurprise,103,90,91,11.1293599,4159.760212,Great job. Minimized the bias over time and was at 90 percent at the end on the latest delay just still moving kinda slow trial wise,
S18,210217,1,Steph,0,0,ymazeLong,ymazeLong,56,17.5,13,2.182176682,1550.871297,rough day doing a pause 25 min in bc he was doing so bad on the warmup,
S18,210217,2,Steph,0,0,ymazeLong,ymazeLong,60,72.5,43,2.19623078,1662.724921,Much better in the second session on the ymaze visual cue but never able to transition to delay,
S19,210217,1,Steph,0,0,ymazeLong,ymazeShort,132,57.5,82,79.44787738,3722.195887,Yay he finally went to both sides today! Hovered between 60 to 70 percent once he got it but better than previous days,
S20,210218,1,Navya,0,0,ymazeShort,ymazeShort,196,20,71,3.291804163,3582.466466,was doing well with no licks detected. his acuracy got worse and side bias also got worse over time. not sure why. no licks detected through whole session.,
S17,210218,1,Steph,0,0,ymazeLong,ymazeSurprise,101,45,72,1.795467245,3382.68047,Ok not great. Think the movement forward might hav been messed up a bit and he did ok at first on the delay but fell off over time,
S18,210218,1,Steph,0,0,ymazeLong,ymazeLong,96,17.5,61,1.742763824,3315.448948,Ok at first but fell off on delay and didn't super recover. they all kind of had a weird day ,
S19,210218,1,Steph,0,0,ymazeShort,ymazeLong,154,55,115,91.59124927,3702.481956,Good job. Transitioned to long maze and performance fell off a bit but did well in short one at beginning,
S20,210219,1,Navya,0,0,ymazeShort,ymazeShort,98,60,60,3.303175936,1781.762195,had good accuracy and was not going only to one side. no licks recorded. will do second session with licks now.,
S20,210219,1,Navya,0,0,ymazeShort,ymazeShort,67,12.5,10,2.226388239,1815.296483,licks detected but had 100 bias to right and low accuracy. large dip from previous session with no licks. ,
S17,210219,1,Steph,0,0,ymazeLong,ymazeLong,49,52.5,26,2.384873091,1246.429522,Not great first session a bad bias so did a pause at 20 min,
S17,210219,2,Steph,0,0,ymazeLong,ymazeLong,103,85,70,2.817574369,2201.246161,Slightly better second session but still wasn't able to transition to delay,
S18,210219,1,Steph,0,0,ymazeLong,ymazeLong,109,60,79,2.028248477,3245.280029,ok job on warmup but was never able to transition to delay,
S19,210219,1,Steph,0,0,ymazeLong,ymazeLong,112,85,93,13.73994295,4103.989818,Great job! Think this fit one of his ymaze long 100 trials sessions,
S20,210220,1,Steph,0,0,ymazeShort,ymazeShort,159,97.5,116,3.057346396,3121.250784,Great job! Performing high above chance and detecting licks,
S17,210220,1,Steph,0,0,ymazeLong,ymazeSurprise,142,75,119,27.62574252,3915.344155,Good job! Finally back on the delay today and did well,
S18,210220,1,Steph,0,0,ymazeLong,ymazeSurprise,128,85,106,61.02066598,3729.524013,Took forever to get to low bias on the long track and then when i switched to delay at end his performance went down,
S20,210221,1,Steph,0,0,ymazeShort,ymazeLong,152,65,119,2.682842165,3450.872508,Good job transitioned to long ymaze and fell off a bit but overall did well and stayed above chance,
S17,210221,1,Steph,0,0,ymazeLong,ymazeLong,20,35,7,2.431418794,517.4979695,doing a VR pause at 8 min bc he as doing so bad and just running,
S17,210221,2,Steph,0,0,ymazeLong,ymazeLong,125,87.5,93,2.637956322,2853.168712,Better job in the second session but never transitioned to delay bc of his bias,
S19,210221,1,Steph,0,0,ymazeLong,ymazeLong,61,57.5,39,1.041010702,3540.638963,Ok job but fell to 57 percenta t the end on the long track,
S18,210221,1,Steph,0,0,ymazeLong,ymazeSurprise,66,45,41,1.797601836,2225.480716,Ok job. Did the warmup very well but fell off on delay after about 30 min,
S20,210222,1,Navya,0,0,ymazeLong,ymazeLong,69,82.5,55,1.156996939,3588.487731,started on ymazelong. started off with going onl y to right but increased accuracy overtime. however,
S17,210222,1,Steph,0,0,ymazeLong,ymazeSurprise,106,52.5,75,1.910649498,3368.984246,Did decent on delay and warmup but fell off over time,
S18,210222,1,Steph,0,0,ymazeLong,ymazeLong,46,47.5,25,1.888353171,1475.135925,Did ok on warmup at first but then was biased so taking a pause,
S18,210222,2,Steph,0,0,ymazeLong,ymazeLong,68,75,55,2.206113747,1858.377227,better in second session but bias never went down enough to transition to the delay,
S19,210222,1,Steph,0,0,ymazeLong,ymazeLong,36,41.66666667,15,0.803373574,2733.979797,Bad day. Pretty much below chance and moving very slow the whole time,
S20,210223,1,Navya,0,0,ymazeLong,ymazeLong,27,66.66666667,18,0.50796884,3391.629356,not movning for last five minutes. decided to stop trial and let him sit. think he is very demotivated,
S17,210223,1,Steph,0,0,ymazeLong,ymazeSurprise,153,50,106,29.45905096,3919.19977,Decent job. Lasted an ok amount of time in the latest delay but fell off towards the end,
S18,210223,1,Steph,0,0,ymazeLong,ymazeSurprise,84,37.5,49,1.534909133,3285.927845,Good on warmup but not great on delay,
S19,210223,1,Steph,0,0,ymazeLong,ymazeLong,47,17.5,10,1.200233407,2365.581932,horrible bias the whole time,
S20,210224,1,Navya,0,0,ymazeLong,ymazeLong,25,56,14,104.2462993,3633.92301,did very few trials and was not moving for most of the 60 minutes. not very motivated.,
S17,210224,1,Steph,0,0,ymazeLong,ymazeSurprise,133,65,109,41.24308093,3802.910188,decent job on delay just took forever to get up to it bc of bias,
S18,210224,1,Steph,0,0,ymazeLong,ymazeLong,108,35,53,2.194000425,2961.963738,horrible bias the whole time. Cage change day?,
S19,210224,1,Steph,0,0,ymazeLong,ymazeLong,35,31.42857143,15,0.745432099,2829.390466,Bad. horrible bias. Cage change day?,
S20,210225,1,Navya,0,0,ymazeLong,ymazeLong,25,28,7,0.42512223,3544.324782,horrible, he is not moving and had very bad accuracy today. 
S18,210225,1,Steph,0,0,ymazeLong,ymazeLong,27,37.03703704,13,2.007997283,826.6215565,Not good start very biased,
S18,210225,2,Steph,0,0,ymazeLong,ymazeLong,112,47.5,66,2.256242691,2987.946232,Better second session but stll mainly barely staying above chance,
S17,210225,1,Steph,0,0,ymazeLong,ymazeSurprise,198,87.5,157,6.941628384,5321.34571,Actually his first session but I misnamed the other files. Awesome job did very well on delay and lasted a while,
S19,210225,1,Steph,0,0,ymazeLong,ymazeLong,130,25,58,8.888676168,4518.184778,horrible bias. horrible job,
S20,210226,1,Navya,0,0,ymazeLong,ymazeLong,83,92.5,63,48.34763698,3712.388331,so much better. really high accuracy and stayed motivated throughout. one more day of good performance before moving to delay.,
S17,210226,1,Steph,0,0,ymazeLong,ymazeSurprise,149,90,125,19.99405099,4052.026879,Awesome job! Killing it on the latest delay,
S18,210226,1,Steph,0,0,ymazeLong,ymazeLong,110,37.5,62,2.100409102,3147.278003,Bad. approached just around chance sometime but overall rough performance3,
S19,210226,1,Steph,0,0,ymazeLong,ymazeLong,52,35,25,2.220368752,1410.84956,not great below chance and doesn't seem to be trying so pausing at 20,
S19,210226,2,Steph,0,0,ymazeLong,ymazeLong,64,40,35,1.635348745,2362.266492,Hovered below chance the whole time even in the second session after a pause,
S20,210228,1,Steph,0,0,ymazeLong,ymazeSurprise,89,57.5,66,1.549163307,3519.939096,Good job. First day on latest delay and did decent but fell off at end,
S17,210228,1,Steph,0,0,ymazeLong,ymazeSurprise,160,77.5,128,26.80912739,3967.564304,Awesome job! Moved to later delay and he still did well for 10 min or so but started to go down a bit at the end,
S18,210228,1,Steph,0,0,ymazeLong,ymazeLong,95,47.5,53,2.354519604,2425.034058,Horrible. Just raound chance for most of it. Going to let him sit for 10 min,
S19,210228,1,Steph,0,0,ymazeLong,ymazeLong,145,40,68,101.3950561,3686.756138,Had a bout of decent performance for like 15 min but overall not great,
S20,210301,1,Navya,0,0,ymazeLong,ymazeSurprise,101,57.5,74,1.693236415,3590.30527,did well on ymazelong so switched to delay. did ok, but will move back to ymaze long tommorow.
S17,210301,1,Steph,0,0,ymazeLong,ymazeSurprise,100,52.5,66,2.451028452,2454.041553,Ok on latest delay but biased the whole time. When he fell below 55 took a pause,
S17,210301,2,Steph,0,0,ymazeLong,ymazeSurprise,34,76.47058824,27,2.378146235,858.6041655,Much better second session on latest delay,
S18,210301,1,Steph,0,0,ymazeLong,ymazeLong,103,50,67,2.22579021,2795.262257,Actually got above chance on some parts of it but didn't last super long,
S19,210301,1,Steph,0,0,ymazeLong,ymazeLong,73,42.5,33,2.291954142,1916.661321,Bad first session. Hovering around 45 percent so did a pause at 30,
S19,210301,2,Steph,0,0,ymazeLong,ymazeLong,32,46.875,17,2.31553507,843.1768321,Not so great second session either,
S20,210302,1,Navya,0,0,ymazeLong,ymazeSurprise,128,50,70,2.13510369,3603.597521,did ok on the delay. will move him sooner to the delay tmr. ,
S17,210302,1,Steph,0,0,ymazeLong,ymazeLong,54,47.5,29,2.888859168,1128.506038,horrible warmup so doing a VR pause,
S17,210302,2,Steph,0,0,ymazeLong,ymazeSurprise,113,67.5,84,2.269211486,3004.795372,Much better second session on latest delay but fell off at the end,
S18,210302,1,Steph,0,0,ymazeLong,ymazeLong,52,35,19,2.067009534,1530.09409,Bad doing a pause,
S18,210302,1,Steph,0,0,ymazeLong,ymazeLong,39,35.8974359,19,2.47904203,968.62221,Bad again... sad,
S19,210302,1,Steph,0,0,ymazeLong,ymazeLong,109,25,36,1.958348854,3383.358776,horrible,
S20,210303,1,Navya,0,0,ymazeLong,ymazeLong,114,80,66,1.930035099,3565.362733,did bad at beginning, stayed on ymazelong and got better as time went on.
S17,210303,1,Steph,0,0,ymazeLong,ymazeSurprise,109,50,60,2.582057307,2543.474539,performed above chance on latest delay for a bit but then fell off,
S17,210303,2,Steph,0,0,ymazeLong,ymazeSurprise,51,52.5,29,2.302029246,1329.975268,Slgihtly better on latest delay in second session but only lasted 22 min. Changed the max view angle sizr,
S18,210303,2,Steph,0,0,ymazeLong,ymazeSurprise,31,48.38709677,19,1.564092473,1191.110799,Decent for a bit and then fell off,
S1,210304,1,Steph,0,0,ymazeLong,ymazeLong,0,0,0,0,29.6396917,,
S20,210304,1,Navya,0,0,ymazeLong,ymazeSurprise,92,45,57,1.537180127,3596.827708,did well on ymazelong and shifted to delay after 30 min. did okay but only 50 percent accuracy.,
S17,210304,1,Steph,0,0,ymazeLong,ymazeLong,79,22.5,38,2.575042945,1842.582493,good at beginning but dropped off so doing a pause at 30,
